kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
10797460,K00752.01,Kepler-227 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,9.48803557,170.53875,2455003.539,0.0,,0.146,2.9575,,615.8,0.022344,3.20796,LS+MCMC,2.26,0.0853,89.66,793.0,93.59,24.81,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,q1_q17_dr25_koi,5.135849,28.47082,35.8,2,142.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6864,Mandel and Agol (2002 ApJ 580 171),,,010/010797/010797460/dv/kplr010797460-20160209194854_dvr.pdf,010/010797/010797460/dv/kplr010797460-001-20160209194854_dvs.pdf,5455.0,4.467,0.14,0.927,0.919,,q1_q17_dr25_stellar,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,0.002,19.462294,48.14191,0.43,0.94,-0.0002,-0.00055,-0.01,0.2,0.2,0.08,0.31,0.32
10797460,K00752.02,Kepler-227 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.969,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,54.4183827,162.51384,2454995.514,0.0,,0.586,4.507,,874.8,0.027954,3.02368,LS+MCMC,2.83,0.2734,89.57,443.0,9.11,77.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,q1_q17_dr25_koi,7.027669,20.109507,25.8,2,25.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0023,Mandel and Agol (2002 ApJ 580 171),,,010/010797/010797460/dv/kplr010797460-20160209194854_dvr.pdf,010/010797/010797460/dv/kplr010797460-002-20160209194854_dvs.pdf,5455.0,4.467,0.14,0.927,0.919,,q1_q17_dr25_stellar,291.93423,48.141651,15.347,15.89,15.27,15.114,15.006,14.082,13.751,13.648,0.003,19.462265,48.14199,-0.63,1.23,0.00066,-0.00105,0.39,0.0,0.39,0.49,0.12,0.5
10854555,K00755.01,Kepler-664 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.525591777,171.59555,2455004.596,0.0,,0.701,1.6545,,603.3,0.024064,1.98635,LS+MCMC,2.75,0.0374,85.41,1406.0,926.16,8.75,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,4.749945,33.1919,40.9,1,515.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.309,Mandel and Agol (2002 ApJ 580 171),,,010/010854/010854555/dv/kplr010854555-20160209194854_dvr.pdf,010/010854/010854555/dv/kplr010854555-001-20160209194854_dvs.pdf,6031.0,4.438,0.07,1.046,1.095,,q1_q17_dr25_stellar,288.75488,48.2262,15.509,16.015,15.468,15.292,15.241,14.366,14.064,13.952,0.733,19.2503258,48.22626,-0.01,0.23,8e-05,-7e-05,0.03,-0.09,0.1,0.07,0.02,0.07
10872983,K00756.01,Kepler-228 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.09432054,171.20116,2455004.201,0.0,,0.538,4.5945,,1517.5,0.036779,0.67324,LS+MCMC,3.9,0.0992,88.11,835.0,114.81,16.36,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,9.046456,55.204865,66.5,3,95.0,1.0,q1_q17_dr25_tce,01111101110111011000000000000000,0.0975,Mandel and Agol (2002 ApJ 580 171),,,010/010872/010872983/dv/kplr010872983-20160209194854_dvr.pdf,010/010872/010872983/dv/kplr010872983-001-20160209194854_dvs.pdf,6046.0,4.486,-0.08,0.972,1.053,,q1_q17_dr25_stellar,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,,19.7524061,48.22471,-0.12,0.14,4e-05,,0.04,-0.07,0.08,-0.02,-0.08,0.08
10872983,K00756.02,Kepler-228 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.13443512,172.97937,2455005.979,0.0,,0.762,3.1402,,686.0,0.026133,0.37377,LS+MCMC,2.77,0.0514,83.72,1160.0,427.65,6.96,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,5.500643,33.546658,40.2,3,240.0,2.0,q1_q17_dr25_tce,01111101110111011000000000000000,0.546,Mandel and Agol (2002 ApJ 580 171),,,010/010872/010872983/dv/kplr010872983-20160209194854_dvr.pdf,010/010872/010872983/dv/kplr010872983-002-20160209194854_dvs.pdf,6046.0,4.486,-0.08,0.972,1.053,,q1_q17_dr25_stellar,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,,19.752413,48.22458,0.14,-0.32,-0.00016,,0.25,0.09,0.26,0.18,0.06,0.19
10872983,K00756.03,Kepler-228 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.56658897,179.55437,2455012.554,0.0,,0.755,2.429,,226.5,0.014983,0.48909,LS+MCMC,1.59,0.0374,82.17,1360.0,807.74,5.54,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,4.3886313,12.325094,15.0,3,355.0,3.0,q1_q17_dr25_tce,01111101110111011000000000000000,0.4352,Mandel and Agol (2002 ApJ 580 171),,,010/010872/010872983/dv/kplr010872983-20160209194854_dvr.pdf,010/010872/010872983/dv/kplr010872983-003-20160209194854_dvs.pdf,6046.0,4.486,-0.08,0.972,1.053,,q1_q17_dr25_stellar,296.28613,48.22467,15.714,16.234,15.677,15.492,15.441,14.528,14.113,14.132,,19.752412,48.22476,0.1,0.3,-4e-05,,-0.33,-0.3,0.45,-0.41,-0.29,0.5
10910878,K00757.01,Kepler-229 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.06864674,173.621937,2455006.622,0.0,,0.052,3.5347,,4914.3,0.062161,3.6659,LS+MCMC,5.76,0.1158,89.92,600.0,30.75,36.85,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,20.457163,137.44981,161.9,3,69.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.1819,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-001-20160209194854_dvs.pdf,5031.0,4.485,0.16,0.848,0.801,,q1_q17_dr25_stellar,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.063,19.1332989,48.375778,0.033,-0.044,0.00026,0.00049,0.041,-0.015,0.044,0.005,0.03,0.031
11446443,K00001.01,Kepler-1 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.811,0,0,0,0,q1_q17_dr25_sup_koi,CENT_SATURATED,2.470613377,122.763305,2454955.763,0.0,,0.818,1.74319,,14231.0,0.123871,1.83538,LS+MCMC,13.04,0.0354,84.41,1339.0,761.46,8.3977,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,544.1701,6468.04,4304.3,1,432.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.1522,Mandel and Agol (2002 ApJ 580 171),,,011/011446/011446443/dv/kplr011446443-20160209194854_dvr.pdf,011/011446/011446443/dv/kplr011446443-001-20160209194854_dvs.pdf,5820.0,4.457,-0.06,0.964,0.971,,q1_q17_dr25_stellar,286.80847,49.316399,11.338,11.736,11.275,11.168,11.126,10.232,9.92,9.846,0.0,19.12056404,49.31642961,-0.0232,0.1066,-0.00012,0.00078,-0.009,-0.3,0.3,0.015,-0.27,0.27
10666592,K00002.01,Kepler-2 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---MOD_SEC_ALT---PLANET_OCCULT_ALT---HAS_SEC_TCE---CENT_SATURATED,2.204735417,121.3585417,2454954.359,0.0,,0.224,3.88864,,6674.7,0.075522,0.37936,LS+MCMC,16.1,0.0376,87.21,2048.0,4148.92,4.602,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3168,0.2958,q1_q17_dr25_koi,232.27,3862.1846,5945.9,1,611.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),,,010/010666/010666592/dv/kplr010666592-20160209194854_dvr.pdf,010/010666/010666592/dv/kplr010666592-001-20160209194854_dvs.pdf,6440.0,4.019,0.14,1.952,1.449,,q1_q17_dr25_stellar,292.24728,47.969521,10.463,10.935,10.49,,,9.555,9.344,9.334,,19.483163025,47.96930831,0.3986,-0.7585,-0.001754,,2.22,-3.29,3.97,2.02,-3.67,4.19
6922244,K00010.01,Kepler-8 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.522498429,121.1194228,2454954.119,0.0,,0.631,3.19843,,9145.7,0.092086,0.65374,LS+MCMC,14.59,0.0473,85.2,1521.0,1264.67,7.541,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.305,0.3201,q1_q17_dr25_koi,130.83832,1725.5824,1741.5,1,384.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6662,Mandel and Agol (2002 ApJ 580 171),,,006/006922/006922244/dv/kplr006922244-20160209194854_dvr.pdf,006/006922/006922244/dv/kplr006922244-001-20160209194854_dvs.pdf,6225.0,4.169,-0.04,1.451,1.132,,q1_q17_dr25_stellar,281.28812,42.45108,13.563,13.886,13.511,13.424,13.413,12.576,12.324,12.293,0.0,18.75252746,42.4510634,-0.5515,-0.0597,1e-05,0.00036,0.014,-0.013,0.02,-0.028,0.176,0.178
10984090,K00112.02,Kepler-466 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.709214104,133.98318,2454966.983,0.0,,0.051,2.6302,,131.1,0.010424,1.77451,LS+MCMC,1.16,0.0465,89.73,1206.0,500.46,10.888,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2622,0.4035,q1_q17_dr25_koi,4.8657312,41.28873,50.6,2,352.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.605,Mandel and Agol (2002 ApJ 580 171),,,010/010984/010984090/dv/kplr010984090-20160209194854_dvr.pdf,010/010984/010984090/dv/kplr010984090-002-20160209194854_dvs.pdf,5833.0,4.407,-0.04,1.022,0.974,,q1_q17_dr25_stellar,295.64871,48.49556,12.772,13.169,12.74,12.602,12.564,11.698,11.402,11.367,0.009,19.709924,48.495685,0.36,0.45,-4.6e-05,-5e-05,0.24,-0.15,0.29,0.16,-0.13,0.21
10526549,K00746.01,Kepler-660 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.27358173,173.258155,2455006.258,0.0,,0.387,3.2875,,1288.3,0.032563,1.93557,LS+MCMC,2.47,0.0759,88.93,649.0,41.85,20.65,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1263,0.6019,q1_q17_dr25_koi,9.616924,71.48005,87.2,1,144.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0504,Mandel and Agol (2002 ApJ 580 171),,,010/010526/010526549/dv/kplr010526549-20160209194854_dvr.pdf,010/010526/010526549/dv/kplr010526549-001-20160209194854_dvs.pdf,4856.0,4.583,-0.3,0.696,0.676,,q1_q17_dr25_stellar,288.13824,47.724449,15.302,16.111,15.24,14.955,14.765,13.672,13.12,13.033,0.037,19.2092154,47.724506,-0.05,0.2,0.00034,0.00019,-0.059,-0.008,0.059,0.042,0.344,0.346
10583066,K00747.01,Kepler-661 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,6.02930329,171.602959,2455004.603,0.0,,0.258,1.5821,,1912.7,0.038838,13.09803,LS+MCMC,2.85,0.0585,89.5,678.0,50.04,29.31,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0628,0.6908,q1_q17_dr25_koi,6.876831,52.36939,65.4,1,215.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),,,010/010583/010583066/dv/kplr010583066-20160209194854_dvr.pdf,010/010583/010583066/dv/kplr010583066-001-20160209194854_dvs.pdf,4537.0,4.648,0.21,0.672,0.761,,q1_q17_dr25_stellar,283.71088,47.86327,15.784,16.838,15.758,15.332,15.1,14.001,13.37,13.231,0.77,18.9140505,47.863205,-0.32,-0.24,-0.00017,-0.0001,0.11,0.01,0.11,-0.19,-0.24,0.3
10601284,K00749.01,Kepler-226 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.349553819,171.80694,2455004.807,0.0,,0.092,3.0278,,831.0,0.025706,1.73782,LS+MCMC,2.55,0.0563,89.62,919.0,168.99,13.8015,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,6.0370364,48.504196,60.6,3,247.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7722,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-001-20160209194854_dvs.pdf,5185.0,4.44,0.16,0.91,0.831,,q1_q17_dr25_stellar,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.002,19.4917224,47.880883,-0.71,-0.38,0.00055,0.0003,0.04,-0.02,0.04,-0.02,-0.03,0.04
10601284,K00749.02,Kepler-226 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.98,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.94105221,136.08662,2454969.087,0.0,,0.226,2.5984,,363.3,0.017105,1.85636,LS+MCMC,1.7,0.046,88.88,1018.0,253.15,11.51,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,4.5118856,22.749151,28.9,3,322.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.923,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-002-20160209194854_dvs.pdf,5185.0,4.44,0.16,0.91,0.831,,q1_q17_dr25_stellar,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.464,19.491748,47.8811,0.2,0.38,-8e-05,-0.00013,-0.23,0.35,0.42,-0.24,0.34,0.42
10601284,K00749.03,Kepler-226 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.971,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.10904807,132.8031,2454965.803,0.0,,0.025,3.596,,217.4,0.013127,1.5302,LS+MCMC,1.3,0.0743,89.92,800.0,97.03,17.46,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,4.434382,9.776852,14.1,3,141.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7742,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-003-20160209194854_dvs.pdf,5185.0,4.44,0.16,0.91,0.831,,q1_q17_dr25_stellar,292.37613,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.013,19.491847,47.88095,3.8,-0.1,-0.00072,2e-05,-0.11,-0.14,0.18,-0.15,-0.15,0.22
10662202,K00750.01,Kepler-662 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.67699193,171.53594,2455004.536,0.0,,0.896,3.4555,,857.2,0.032666,0.60007,LS+MCMC,2.95,0.1408,87.91,530.0,18.64,24.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,5.911944,24.54073,34.3,4,62.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6183,Mandel and Agol (2002 ApJ 580 171),,,010/010662/010662202/dv/kplr010662202-20160209194854_dvr.pdf,010/010662/010662202/dv/kplr010662202-001-20160209194854_dvs.pdf,4954.0,4.5,0.18,0.828,0.791,,q1_q17_dr25_stellar,290.46512,47.92918,15.377,16.172,15.343,15.036,14.826,13.81,13.298,13.201,0.103,19.364357,47.92911,0.54,-0.26,-0.00064,0.0,-0.1,-0.04,0.11,-0.28,-0.23,0.36
10682541,K00751.01,Kepler-663 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.99677968,171.74208,2455004.742,0.0,,0.71,2.1717,,934.7,0.030014,1.71827,LS+MCMC,2.78,0.0559,86.9,917.0,166.95,13.14,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,4.132564,24.283327,28.2,1,208.0,1.0,q1_q17_dr25_tce,01111101110111011000000000000000,0.036,Mandel and Agol (2002 ApJ 580 171),,,010/010682/010682541/dv/kplr010682541-20160209194854_dvr.pdf,010/010682/010682541/dv/kplr010682541-001-20160209194854_dvs.pdf,5339.0,4.552,0.18,0.847,0.931,,q1_q17_dr25_stellar,297.80826,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.998,19.853891,47.94662,0.26,-0.17,2e-05,1e-05,-0.14,0.17,0.22,-0.06,0.1,0.11
11460018,K00769.01,Kepler-671 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.280963604,171.89659,2455004.897,0.0,,0.424,2.875,,750.8,0.025377,1.24482,LS+MCMC,2.3,0.0503,87.72,1012.0,247.87,10.64,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,6.7006826,52.913242,61.8,1,311.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4302,Mandel and Agol (2002 ApJ 580 171),,,011/011460/011460018/dv/kplr011460018-20160209194854_dvr.pdf,011/011460/011460018/dv/kplr011460018-001-20160209194854_dvs.pdf,5644.0,4.564,-0.14,0.831,0.928,,q1_q17_dr25_stellar,294.26581,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0.0,19.6177106,49.314102,-0.33,0.04,0.00073,6e-05,0.003,-0.065,0.066,-0.015,0.158,0.158
11507101,K00773.01,Kepler-672 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,38.3775486,172.82048,2455005.82,0.0,,0.468,5.588,,724.2,0.024901,1.40588,LS+MCMC,2.82,0.2163,89.44,529.0,18.53,47.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,10.352898,31.946487,34.7,1,37.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3889,Mandel and Agol (2002 ApJ 580 171),,,011/011507/011507101/dv/kplr011507101-20160209194854_dvr.pdf,011/011507/011507101/dv/kplr011507101-001-20160209194854_dvs.pdf,5481.0,4.369,0.16,1.036,0.915,,q1_q17_dr25_stellar,291.72202,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0.0,19.4481442,49.480618,0.36,-0.91,0.00067,-0.00104,-0.85,1.54,1.76,-0.01,0.04,0.04
10910878,K00757.02,Kepler-229 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.19725502,165.00404,2454998.004,0.0,,0.045,4.6297,,2213.9,0.041693,3.9471,LS+MCMC,3.86,0.217,89.96,439.0,8.76,70.75,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,11.918161,37.877567,51.2,3,26.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.1551,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-002-20160209194854_dvs.pdf,5031.0,4.485,0.16,0.848,0.801,,q1_q17_dr25_stellar,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.123,19.1332861,48.37579,-0.43,0.0,0.00111,0.00012,0.12,0.0,0.12,0.07,0.03,0.08
10910878,K00757.03,Kepler-229 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.252962249,171.30126,2455004.301,0.0,,0.105,2.5819,,1036.9,0.028604,3.28707,LS+MCMC,2.65,0.0617,89.68,823.0,108.3,18.94,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1451,0.582,q1_q17_dr25_koi,5.834264,35.96252,47.1,3,167.0,3.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.7587,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-003-20160209194854_dvs.pdf,5031.0,4.485,0.16,0.848,0.801,,q1_q17_dr25_stellar,286.99948,48.37579,15.841,16.559,15.77,15.534,15.368,14.363,13.868,13.785,0.236,19.1332878,48.375832,-0.36,0.15,0.00042,-9e-05,0.03,0.05,0.06,-0.02,0.05,0.05
10987985,K00758.01,Kepler-665 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.01308419,176.3608,2455009.361,0.0,,0.799,3.2554,,1121.9,0.034369,1.10942,LS+MCMC,3.1,0.1148,88.14,593.0,29.31,24.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,8.468995,31.066507,33.2,1,65.0,1.0,q1_q17_dr25_tce,11101101110111011000000000000000,0.8555,Mandel and Agol (2002 ApJ 580 171),,,010/010987/010987985/dv/kplr010987985-20160209194854_dvr.pdf,010/010987/010987985/dv/kplr010987985-001-20160209194854_dvs.pdf,5015.0,4.499,0.1,0.826,0.785,,q1_q17_dr25_stellar,297.02563,48.478588,15.39,16.223,15.342,15.033,14.903,13.855,13.323,13.214,0.167,19.801708,48.47849,-0.03,-0.36,-2e-05,0.00054,-0.06,-0.21,0.22,-0.18,-0.08,0.19
11018648,K00759.01,Kepler-230 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,32.62876672,194.1019,2455027.102,0.0,,0.021,4.7971,,1804.8,0.03852,2.79093,LS+MCMC,3.36,0.1889,89.98,506.0,15.55,53.95,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,14.0889,61.372303,80.0,2,34.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.6386,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-001-20160209194854_dvs.pdf,5586.0,4.56,-0.3,0.798,0.844,,q1_q17_dr25_stellar,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.047,19.0478951,48.505812,-0.25,-0.17,0.00079,-0.00016,0.037,0.07,0.08,0.121,-0.09,0.15
11018648,K00759.02,Kepler-230 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.978,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,91.7732862,193.8378,2455026.838,0.0,,0.606,6.473,,652.0,0.02432,1.60558,LS+MCMC,2.12,0.3764,89.61,359.0,3.92,89.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,6.9461374,14.678595,19.1,2,11.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.7668,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-002-20160209194854_dvs.pdf,5586.0,4.56,-0.3,0.798,0.844,,q1_q17_dr25_stellar,285.71854,48.505859,15.082,15.64,15.04,14.842,14.765,13.824,13.37,13.299,0.599,19.047889,48.50571,-0.5,-0.52,0.00041,0.00016,-0.36,-0.41,0.55,-0.35,-0.55,0.65
11138155,K00760.01,Kepler-1976 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.959319244,172.2585292,2455005.259,0.0,,0.831,2.22739,,9802.0,0.103379,1.46169,LS+MCMC,12.21,0.0565,86.15,1103.0,349.4,12.386,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,58.764744,670.4895,696.5,1,269.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0517,Mandel and Agol (2002 ApJ 580 171),,,011/011138/011138155/dv/kplr011138155-20160209194854_dvr.pdf,011/011138/011138155/dv/kplr011138155-001-20160209194854_dvs.pdf,5712.0,4.359,0.1,1.082,0.976,,q1_q17_dr25_stellar,292.16705,48.727589,15.263,15.715,15.209,15.069,15.041,14.123,13.815,13.805,0.705,19.47780401,48.7275662,0.0,-0.086,0.00011,-7e-05,-0.018,0.012,0.022,-0.021,-0.077,0.08
