kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
11153539,K00762.01,Kepler-666 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.49876511,171.34905,2455004.349,0.0,,0.312,3.7362,,460.0,0.019817,0.67106,LS+MCMC,2.1,0.0542,88.0,1133.0,389.62,8.95,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,4.435833,26.501581,29.5,1,238.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.1694,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153539/dv/kplr011153539-20160209194854_dvr.pdf,011/011153/011153539/dv/kplr011153539-001-20160209194854_dvs.pdf,6075.0,4.486,-0.12,0.969,1.048,,q1_q17_dr25_stellar,298.45685,48.791592,15.395,15.874,15.335,15.19,15.084,14.199,13.853,13.807,0.281,19.897146,48.79174,0.83,0.54,-0.00024,-0.0001,0.09,-0.12,0.15,0.18,0.04,0.19
9579641,K00115.01,Kepler-105 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.412203927,133.143089,2454966.143,0.0,,0.787,2.9472,,601.6,0.024775,0.51087,LS+MCMC,2.94,0.0591,85.12,1093.0,337.68,9.25,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,46.475086,163.47614,166.7,3,244.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2265,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-001-20160209194854_dvs.pdf,5779.0,4.339,-0.06,1.087,0.941,,q1_q17_dr25_stellar,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.0,19.1924882,46.276192,0.007,-0.175,-5.2e-05,-0.000137,-0.03,0.08,0.08,-0.16,-0.18,0.24
11304958,K00764.01,Kepler-667 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.998,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.43958662,208.93203,2455041.932,0.0,,0.355,10.5989,,2793.1,0.048175,0.28189,LS+MCMC,5.5,0.2288,89.31,516.0,16.72,29.47,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,27.788597,124.52492,141.1,1,33.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4776,Mandel and Agol (2002 ApJ 580 171),,,011/011304/011304958/dv/kplr011304958-20160209194854_dvr.pdf,011/011304/011304958/dv/kplr011304958-001-20160209194854_dvs.pdf,5468.0,4.367,0.22,1.046,0.93,,q1_q17_dr25_stellar,295.55505,49.017342,15.4,16.068,15.32,15.114,14.996,13.948,13.596,13.519,0.043,19.7036699,49.017297,0.0,-0.15,-0.00022,-0.0004,-0.029,-0.072,0.078,-0.049,-0.069,0.085
11391957,K00765.01,Kepler-668 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.35389523,171.63257,2455004.633,0.0,,0.023,2.2514,,1041.6,0.029305,6.73215,LS+MCMC,2.52,0.0768,89.95,790.0,91.9,29.18,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,5.6967807,36.34974,43.4,1,127.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.5047,Mandel and Agol (2002 ApJ 580 171),,,011/011391/011391957/dv/kplr011391957-20160209194854_dvr.pdf,011/011391/011391957/dv/kplr011391957-001-20160209194854_dvs.pdf,5592.0,4.582,-0.28,0.787,0.862,,q1_q17_dr25_stellar,285.49924,49.277351,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533,0.645,19.033292,49.277375,0.32,0.09,-0.00025,-9e-05,0.0,0.09,0.09,0.04,-0.17,0.17
11403044,K00766.01,Kepler-669 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.125543472,169.752585,2455002.753,0.0,,0.597,3.1744,,1487.3,0.036796,0.67162,LS+MCMC,4.43,0.0529,85.95,1243.0,565.35,8.45,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3024,0.3288,q1_q17_dr25_koi,9.387555,94.70979,128.6,1,323.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.6043,Mandel and Agol (2002 ApJ 580 171),,,011/011403/011403044/dv/kplr011403044-20160209194854_dvr.pdf,011/011403/011403044/dv/kplr011403044-001-20160209194854_dvs.pdf,6174.0,4.417,0.1,1.103,1.162,,q1_q17_dr25_stellar,291.93616,49.253979,15.506,15.977,15.453,15.305,15.253,14.38,14.083,14.198,0.431,19.4624133,49.254001,0.07,0.07,-0.00012,-9e-05,-0.034,0.009,0.035,-0.066,0.036,0.075
11414511,K00767.01,Kepler-670 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.816504904,170.9676846,2455003.968,0.0,,0.105,2.50587,,16814.0,0.117059,2.09079,LS+MCMC,12.21,0.0383,89.37,1219.0,521.13,9.571,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2291,0.4603,q1_q17_dr25_koi,104.64681,1328.3038,1406.8,1,474.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7998,Mandel and Agol (2002 ApJ 580 171),,,011/011414/011414511/dv/kplr011414511-20160209194854_dvr.pdf,011/011414/011414511/dv/kplr011414511-001-20160209194854_dvs.pdf,5532.0,4.452,0.14,0.955,0.941,,q1_q17_dr25_stellar,297.01547,49.225288,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315,0.0,19.8010403,49.2253781,0.3386,0.317,-0.00034,0.00069,-0.024,-0.007,0.025,0.032,0.159,0.162
12110942,K00786.01,Kepler-680 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.689920099,170.36571,2455003.366,0.0,,0.151,2.6557,,426.7,0.018878,1.70798,LS+MCMC,1.89,0.0469,89.19,1147.0,408.99,10.71,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,4.8750124,31.786789,35.6,1,360.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4053,Mandel and Agol (2002 ApJ 580 171),,,012/012110/012110942/dv/kplr012110942-20160209194854_dvr.pdf,012/012110/012110942/dv/kplr012110942-001-20160209194854_dvs.pdf,5880.0,4.518,-0.06,0.917,1.01,,q1_q17_dr25_stellar,291.62241,50.61824,15.242,15.735,15.177,15.031,14.969,14.012,13.72,13.764,0.255,19.441486,50.61826,-0.27,0.07,0.00017,0.00012,-0.27,0.05,0.27,-0.3,-0.02,0.3
12366084,K00787.01,Kepler-232 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.431238488,171.015,2455004.015,0.0,,0.405,3.15,,1010.9,0.02933,1.01996,LS+MCMC,3.25,0.0529,87.72,1104.0,351.23,10.19,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,6.815371,58.259056,71.1,3,302.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.52,Mandel and Agol (2002 ApJ 580 171),,,012/012366/012366084/dv/kplr012366084-20160209194854_dvr.pdf,012/012366/012366084/dv/kplr012366084-001-20160209194854_dvs.pdf,5714.0,4.428,0.16,1.015,1.007,,q1_q17_dr25_stellar,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.016,19.7210781,51.121966,0.03,0.82,0.0005,-0.0001,-0.097,0.03,0.1,-0.045,0.06,0.07
12366084,K00787.02,Kepler-232 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.37936986,133.84992,2454966.85,0.0,,0.911,2.6255,,1023.5,0.035628,0.63438,LS+MCMC,3.95,0.0993,86.8,806.0,99.68,16.31,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2555,0.4191,q1_q17_dr25_koi,5.2506146,29.930164,37.9,3,109.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2364,Mandel and Agol (2002 ApJ 580 171),,,012/012366/012366084/dv/kplr012366084-20160209194854_dvr.pdf,012/012366/012366084/dv/kplr012366084-002-20160209194854_dvs.pdf,5714.0,4.428,0.16,1.015,1.007,,q1_q17_dr25_stellar,295.81616,51.121738,15.367,15.912,15.311,15.133,15.081,14.179,13.799,13.765,0.372,19.721105,51.12198,0.93,0.88,-0.00041,-0.00017,0.09,-0.06,0.11,0.14,-0.05,0.15
12404086,K00788.01,Kepler-681 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,26.39432897,176.05459,2455009.055,0.0,,0.602,3.573,,1510.9,0.03681,2.93923,LS+MCMC,3.07,0.1635,89.28,489.0,13.49,47.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1959,0.5086,q1_q17_dr25_koi,8.917681,41.269753,48.2,1,51.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2735,Mandel and Agol (2002 ApJ 580 171),,,012/012404/012404086/dv/kplr012404086-20160209194854_dvr.pdf,012/012404/012404086/dv/kplr012404086-001-20160209194854_dvs.pdf,5129.0,4.595,0.02,0.763,0.846,,q1_q17_dr25_stellar,289.39972,51.25032,15.234,15.956,15.16,14.924,14.816,13.757,13.272,13.172,0.592,19.2933174,51.250533,0.09,0.77,0.00037,3e-05,-0.18,0.2,0.27,-0.18,0.05,0.18
8395660,K00116.01,Kepler-106 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.57078281,136.279194,2454969.279,0.0,,0.866,3.3539,,511.7,0.023908,0.49865,LS+MCMC,2.64,0.1096,87.07,785.0,89.61,16.93,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,18.771214,76.76887,88.4,4,101.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6645,Mandel and Agol (2002 ApJ 580 171),,,008/008395/008395660/dv/kplr008395660-20160209194854_dvr.pdf,008/008395/008395660/dv/kplr008395660-001-20160209194854_dvs.pdf,5854.0,4.406,-0.12,1.012,0.951,,q1_q17_dr25_stellar,300.86398,44.337551,12.882,13.293,12.85,12.706,12.646,11.752,11.494,11.431,0.044,20.0576138,44.337549,0.61,0.0,-4.4e-05,0.000108,0.26,0.02,0.26,0.37,0.19,0.41
9579641,K00115.02,Kepler-105 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.12594387,139.00492,2454972.005,0.0,,0.898,3.0014,,192.4,0.01512,0.23879,LS+MCMC,1.79,0.0711,84.02,997.0,233.31,8.62,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,6.1814723,39.793564,47.1,3,181.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7788,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-002-20160209194854_dvs.pdf,5779.0,4.339,-0.06,1.087,0.941,,q1_q17_dr25_stellar,287.88733,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.009,19.1924958,46.276037,0.29,-0.73,-6.9e-05,6.1e-05,0.03,0.04,0.06,-0.09,-0.21,0.23
11754553,K00775.01,Kepler-52 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.38489988,172.72782,2455005.728,0.0,,0.001,3.0249,,1127.1,0.029758,5.4538,LS+MCMC,2.0,0.1084,90.0,433.0,8.35,42.62,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0718,0.6834,q1_q17_dr25_koi,6.419572,28.122635,28.9,3,65.0,2.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.7202,Mandel and Agol (2002 ApJ 580 171),,,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,011/011754/011754553/dv/kplr011754553-002-20160209194854_dvs.pdf,4126.0,4.661,0.04,0.615,0.633,,q1_q17_dr25_stellar,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.204,19.11585,49.97583,-0.67,0.28,0.0006,-3e-05,0.02,-0.02,0.03,-0.07,0.15,0.17
11754553,K00775.02,Kepler-52 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.8774163,176.3759,2455009.376,0.0,,0.041,2.0805,,1306.1,0.03209,8.09685,LS+MCMC,2.16,0.0665,89.92,553.0,22.18,29.84,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0718,0.6834,q1_q17_dr25_koi,10.036489,41.450657,38.7,3,135.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.5008,Mandel and Agol (2002 ApJ 580 171),,,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,011/011754/011754553/dv/kplr011754553-001-20160209194854_dvs.pdf,4126.0,4.661,0.04,0.615,0.633,,q1_q17_dr25_stellar,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.588,19.1158594,49.975824,-0.34,0.27,0.00032,-2e-05,0.06,-0.03,0.07,-0.02,0.16,0.16
11754553,K00775.03,Kepler-52 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,36.4454001,151.60125,2454984.601,0.0,,0.028,4.007,,1122.3,0.029681,5.21237,LS+MCMC,1.99,0.1847,89.98,332.0,2.88,71.53,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0718,0.6834,q1_q17_dr25_koi,5.9903665,19.803268,21.7,3,27.0,3.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.6219,Mandel and Agol (2002 ApJ 580 171),,,011/011754/011754553/dv/kplr011754553-20160209194854_dvr.pdf,011/011754/011754553/dv/kplr011754553-003-20160209194854_dvs.pdf,4126.0,4.661,0.04,0.615,0.633,,q1_q17_dr25_stellar,286.73804,49.97575,15.095,16.328,15.068,14.567,14.305,13.153,12.507,12.36,0.01,19.11587,49.97559,0.04,-0.58,-0.00014,0.00084,-0.01,0.17,0.17,-0.07,0.36,0.36
11812062,K00776.01,Kepler-673 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.728732147,171.793255,2455004.793,0.0,,0.558,2.683,,5226.5,0.068178,1.24118,LS+MCMC,6.02,0.0455,86.7,1023.0,258.34,9.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,28.264866,360.1958,345.2,1,357.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6769,Mandel and Agol (2002 ApJ 580 171),,,011/011812/011812062/dv/kplr011812062-20160209194854_dvr.pdf,011/011812/011812062/dv/kplr011812062-001-20160209194854_dvs.pdf,5497.0,4.577,-0.1,0.809,0.907,,q1_q17_dr25_stellar,290.78574,50.054119,15.523,16.107,15.461,15.273,15.177,14.179,13.825,13.669,0.0,19.3857191,50.05406,0.083,-0.217,0.00057,-0.00136,-0.072,0.041,0.083,0.033,-0.117,0.122
11853255,K00778.01,Kepler-674 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.243380573,170.679233,2455003.679,0.0,,0.915,1.1196,,821.7,0.032248,1.50915,LS+MCMC,1.99,0.028,82.88,822.0,107.6,7.38,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1171,0.6215,q1_q17_dr25_koi,4.251499,30.578562,38.9,1,472.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.5576,Mandel and Agol (2002 ApJ 580 171),,,011/011853/011853255/dv/kplr011853255-20160209194854_dvr.pdf,011/011853/011853255/dv/kplr011853255-001-20160209194854_dvs.pdf,4149.0,4.698,-0.32,0.564,0.578,,q1_q17_dr25_stellar,285.17621,50.149818,15.135,16.369,15.11,14.607,14.322,13.213,12.521,12.394,0.0,19.0117449,50.14995,-0.06,0.46,-0.00024,-0.00057,0.19,0.27,0.33,0.05,-0.06,0.08
11918099,K00780.01,Kepler-675 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.337437946,171.761982,2455004.762,0.0,,0.28,1.9982,,971.2,0.027998,2.41093,LS+MCMC,2.34,0.0325,88.19,1070.0,311.16,8.86,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5746,q1_q17_dr25_koi,6.0310416,63.58795,82.4,2,578.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6818,Mandel and Agol (2002 ApJ 580 171),,,011/011918/011918099/dv/kplr011918099-20160209194854_dvr.pdf,011/011918/011918099/dv/kplr011918099-001-20160209194854_dvs.pdf,5005.0,4.595,0.14,0.765,0.85,,q1_q17_dr25_stellar,293.83331,50.23035,15.334,16.11,15.283,15.001,14.882,13.81,13.3,13.195,0.0,19.5888925,50.230226,0.16,-0.45,6e-05,0.00045,0.027,0.05,0.061,0.357,0.2,0.41
11923270,K00781.01,Kepler-676 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,11.59822233,180.395376,2455013.395,0.0,,0.679,2.5237,,2804.5,0.051287,3.14915,LS+MCMC,2.65,0.0798,88.62,396.0,5.82,28.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3872,0.3156,q1_q17_dr25_koi,11.461336,62.376225,71.0,1,115.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6552,Mandel and Agol (2002 ApJ 580 171),,,011/011923/011923270/dv/kplr011923270-20160209194854_dvr.pdf,011/011923/011923270/dv/kplr011923270-001-20160209194854_dvs.pdf,3688.0,4.79,0.0,0.473,0.503,,q1_q17_dr25_stellar,296.22195,50.28722,15.937,17.501,16.14,15.267,14.795,13.474,12.813,12.628,0.178,19.7481495,50.287475,0.63,0.92,-0.00029,0.0006,0.059,-0.03,0.066,0.29,0.628,0.69
11960862,K00782.01,Kepler-677 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.575315881,173.634044,2455006.634,0.0,,0.39,4.3084,,2793.3,0.049152,0.64392,LS+MCMC,5.31,0.067,88.03,1015.0,251.38,11.37,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,20.537346,210.22159,221.1,1,205.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5611,Mandel and Agol (2002 ApJ 580 171),,,011/011960/011960862/dv/kplr011960862-20160209194854_dvr.pdf,011/011960/011960862/dv/kplr011960862-001-20160209194854_dvs.pdf,5992.0,4.415,-0.32,0.989,0.927,,q1_q17_dr25_stellar,290.09805,50.321609,15.312,15.797,15.275,15.104,15.03,14.071,13.793,13.686,0.013,19.3398711,50.321582,0.016,-0.099,0.00044,-7e-05,-0.033,-0.04,0.052,-0.009,-0.181,0.181
12020329,K00783.01,Kepler-678 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.275040844,169.994217,2455002.994,0.0,,0.547,7.5377,,3001.0,0.051358,0.10578,LS+MCMC,4.86,0.0732,85.29,833.0,113.64,6.66,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,24.639503,234.95987,312.1,1,188.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1322,Mandel and Agol (2002 ApJ 580 171),,,012/012020/012020329/dv/kplr012020329-20160209194854_dvr.pdf,012/012020/012020329/dv/kplr012020329-001-20160209194854_dvs.pdf,5485.0,4.556,0.21,0.867,0.986,,q1_q17_dr25_stellar,295.45529,50.49456,15.08,15.69,14.996,14.819,14.745,13.732,13.402,13.26,0.0,19.6970261,50.49465,0.234,0.323,0.00066,0.00064,-0.054,-0.065,0.085,0.008,-0.134,0.134
12066335,K00784.01,Kepler-231 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,19.27153892,186.77093,2455019.771,0.0,,0.031,2.7594,,1219.8,0.031585,8.48241,LS+MCMC,1.93,0.1171,89.97,393.0,5.66,55.02,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2589,0.4639,q1_q17_dr25_koi,6.437265,28.490973,37.1,2,67.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8388,Mandel and Agol (2002 ApJ 580 171),,,012/012066/012066335/dv/kplr012066335-20160209194854_dvr.pdf,012/012066/012066335/dv/kplr012066335-001-20160209194854_dvs.pdf,4077.0,4.702,-0.24,0.56,0.576,,q1_q17_dr25_stellar,293.97336,50.53191,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589,0.0,19.598247,50.53192,0.78,0.05,-0.00076,0.00145,0.2,-0.17,0.26,0.28,-0.23,0.36
12066335,K00784.02,Kepler-231 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.06524317,136.28906,2454969.289,0.0,,0.628,1.369,,1053.3,0.031153,18.09666,LS+MCMC,1.91,0.076,89.22,488.0,13.43,45.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2589,0.4639,q1_q17_dr25_koi,5.446764,21.658537,30.3,2,126.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0088,Mandel and Agol (2002 ApJ 580 171),,,012/012066/012066335/dv/kplr012066335-20160209194854_dvr.pdf,012/012066/012066335/dv/kplr012066335-002-20160209194854_dvs.pdf,4077.0,4.702,-0.24,0.56,0.576,,q1_q17_dr25_stellar,293.97336,50.53191,15.385,16.618,15.383,14.857,14.592,13.405,12.775,12.589,0.0,19.598212,50.53192,-0.42,0.02,0.00053,0.00116,0.11,-0.23,0.25,0.17,-0.23,0.28
12070811,K00785.01,Kepler-679 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,12.3935651,178.74725,2455011.747,0.0,,0.883,3.8896,,916.6,0.032536,0.27483,LS+MCMC,2.66,0.0983,86.13,677.0,49.68,13.07,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,5.6057496,31.608551,35.8,1,107.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8571,Mandel and Agol (2002 ApJ 580 171),,,012/012070/012070811/dv/kplr012070811-20160209194854_dvr.pdf,012/012070/012070811/dv/kplr012070811-001-20160209194854_dvs.pdf,5557.0,4.603,-0.4,0.75,0.832,,q1_q17_dr25_stellar,296.02133,50.56778,15.505,16.079,15.474,15.258,15.177,14.196,13.783,13.692,0.758,19.73476,50.56789,0.13,0.39,0.00019,0.00011,-0.17,-0.04,0.17,-0.16,0.09,0.18
10811496,K00753.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.0,0,0,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,19.89913995,175.850252,2455008.85,0.0,,0.969,1.7822,,10829.0,0.154046,7.29555,LS+MCMC,14.6,0.1419,88.96,638.0,39.3,53.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2711,0.3858,q1_q17_dr25_koi,37.159767,187.4491,76.3,1,56.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.6624,Mandel and Agol (2002 ApJ 580 171),,,010/010811/010811496/dv/kplr010811496-20160209194854_dvr.pdf,010/010811/010811496/dv/kplr010811496-001-20160209194854_dvs.pdf,5853.0,4.544,-0.18,0.868,0.961,,q1_q17_dr25_stellar,297.00482,48.134129,15.436,15.943,15.39,15.22,15.166,14.254,13.9,13.826,0.278,19.8003207,48.13412,-0.021,-0.038,0.0007,0.0006,-0.025,-0.034,0.042,0.002,-0.027,0.027
11818800,K00777.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,40.4195037,173.56469,2455006.565,0.0,,0.911,3.362,,6256.0,0.088069,1.89549,LS+MCMC,7.51,0.2062,89.05,467.0,11.29,54.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,22.598503,94.071846,36.9,1,36.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8482,Mandel and Agol (2002 ApJ 580 171),,,011/011818/011818800/dv/kplr011818800-20160209194854_dvr.pdf,011/011818/011818800/dv/kplr011818800-001-20160209194854_dvs.pdf,5446.0,4.507,-0.54,0.781,0.714,,q1_q17_dr25_stellar,294.31686,50.080231,15.487,16.1,15.463,15.224,15.091,14.029,13.631,13.491,0.027,19.6211267,50.080316,0.09,0.31,0.0006,-0.0011,-0.025,0.051,0.057,-0.049,-0.021,0.053
